0.220703125, -0.28125, 1.16015625
0.052734375, -0.52734375, 1.216796875
0.03125, -0.783203125, 1.19140625
-0.009765625, -0.203125, 1.4921875
0.119140625, -0.642578125, 1.365234375
0.177734375, -0.6015625, 1.1171875
0.1015625, -0.640625, 1.255859375
-0.08984375, -0.892578125, 1.328125
-0.18359375, -0.46484375, 1.349609375
0.001953125, -0.61328125, 1.361328125
-0.16796875, -0.478515625, 1.353515625
0.4921875, -0.669921875, 1.365234375
-0.0859375, -0.193359375, 1.404296875
0.318359375, -0.892578125, 1.130859375
-0.0859375, -0.138671875, 1.2734375
0.38671875, -0.6015625, 1.212890625
0.224609375, -0.228515625, 1.359375
-0.029296875, -0.65234375, 1.119140625
0.34765625, -0.384765625, 1.23046875
0.32421875, -0.748046875, 1.0703125
0.361328125, -0.3515625, 1.3671875
0.09765625, -0.611328125, 1.134765625
0.353515625, -0.68359375, 1.29296875
-0.048828125, -0.462890625, 1.25390625
0.126953125, -0.8515625, 1.37890625
0.306640625, -0.615234375, 1.19140625
0.111328125, -0.703125, 1.310546875
0.046875, -0.853515625, 1.240234375
-0.048828125, -0.58203125, 1.2578125
0.291015625, -0.720703125, 1.279296875
-0.2421875, -0.544921875, 1.388671875
0.41015625, -0.48046875, 1.375
0.02734375, -0.4296875, 1.421875
0.21484375, -0.65234375, 1.158203125
-0.01171875, -0.2734375, 1.16796875
0.34375, -0.66015625, 1.333984375
-0.3515625, -0.107421875, 1.3359375
0.486328125, -0.76171875, 1.2734375
0.12890625, -0.072265625, 1.244140625
0.23828125, -0.859375, 1.142578125
0.25, -0.310546875, 1.162109375
-0.08203125, -0.548828125, 1.328125
0.16796875, -0.666015625, 1.31640625
0.3125, -0.53515625, 1.373046875
-0.017578125, -0.3515625, 1.314453125
0.357421875, -0.85546875, 1.189453125
-0.20703125, -0.6484375, 1.208984375
0.474609375, -0.595703125, 1.400390625
-0.140625, -0.359375, 1.431640625
0.1484375, -0.408203125, 1.271484375
-0.099609375, -0.65625, 1.203125
0.19921875, -0.50390625, 1.376953125
-0.107421875, -0.193359375, 1.30078125
0.302734375, -0.6015625, 1.142578125
0.07421875, -0.00390625, 1.240234375
0.23046875, -0.421875, 1.28125
-0.177734375, -0.462890625, 1.39453125
0.263671875, -0.451171875, 1.2421875
0.21875, -0.421875, 1.26171875
0.16015625, -0.57421875, 1.017578125
0.306640625, -0.412109375, 1.13671875
0, -0.443359375, 1.267578125
0.357421875, -0.654296875, 1.359375
0.171875, -0.259765625, 1.201171875
0.251953125, -0.708984375, 1.3515625
0.154296875, -0.390625, 1.193359375
-0.052734375, -0.875, 1.236328125
0.158203125, -0.439453125, 1.37890625
-0.08984375, -0.62890625, 1.376953125
0.314453125, -0.580078125, 1.1953125
-0.015625, -0.47265625, 1.4375
0.193359375, -0.3359375, 1.3125
-0.224609375, -0.599609375, 1.427734375
0.3125, -0.3515625, 1.1796875
0.142578125, -0.39453125, 1.3046875
0.06640625, -0.775390625, 1.119140625
0.060546875, -0.251953125, 1.32421875
0.26171875, -0.740234375, 1.150390625
0.220703125, -0.404296875, 1.25
0.0859375, -0.509765625, 1.091796875
0.33203125, -0.599609375, 1.232421875
0.17578125, -0.373046875, 1.298828125
-0.162109375, -0.5859375, 1.38671875
0.15234375, -0.58984375, 1.251953125
-0.369140625, -0.462890625, 1.267578125
0.2109375, -0.75, 1.259765625
-0.0625, -0.6328125, 1.177734375
0.30078125, -0.708984375, 1.330078125
0.0078125, -0.3125, 1.35546875
0.34375, -0.890625, 1.357421875
0.052734375, -0.23828125, 1.34375
0.294921875, -0.47265625, 1.236328125
0.279296875, -0.375, 1.470703125
0.0703125, -0.447265625, 1.185546875
-0.0859375, -0.388671875, 1.185546875
0.462890625, -0.8671875, 1.23828125
-0.16015625, 0.677734375, 1.412109375
0.67578125, -1.015625, 1.291015625
-0.236328125, 0.576171875, 1.1953125
-0.10546875, -0.771484375, 1.12109375
-0.0078125, 0.4921875, 1.1796875
-0.1015625, -0.3125, 1.40234375
-0.03515625, 0.669921875, 1.38671875
